task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
81	f6/a4cd4f	38321999	run_discovery_analysis_trans (66)	COMPLETED	0	2025-10-20 00:06:43.869	1h 15m 53s	1h 15m 49s	98.9%	915.4 MB	1.7 GB	42.6 MB	741.1 KB
260	70/56266c	38322183	run_discovery_analysis_trans (245)	COMPLETED	0	2025-10-20 00:07:20.271	1h 15m 22s	1h 15m 18s	98.8%	923.3 MB	1.7 GB	42.9 MB	776.9 KB
195	3e/f4cdbd	38322117	run_discovery_analysis_trans (180)	COMPLETED	0	2025-10-20 00:07:07.081	1h 15m 40s	1h 12m 27s	99.1%	910.7 MB	1.7 GB	43.8 MB	769.9 KB
106	3d/dbf6f9	38322024	run_discovery_analysis_trans (91)	COMPLETED	0	2025-10-20 00:06:48.748	1h 15m 59s	1h 15m 51s	99.1%	918 MB	1.7 GB	44.5 MB	800.1 KB
73	92/33d5cc	38321992	run_discovery_analysis_trans (58)	COMPLETED	0	2025-10-20 00:06:42.470	1h 16m 15s	1h 16m 6s	98.7%	925 MB	1.7 GB	42.9 MB	759.3 KB
308	31/47a780	38322229	run_discovery_analysis_trans (293)	COMPLETED	0	2025-10-20 00:07:29.468	1h 15m 33s	1h 14m 2s	99.1%	918.3 MB	1.7 GB	46.3 MB	779.2 KB
258	d7/9428c1	38322179	run_discovery_analysis_trans (243)	COMPLETED	0	2025-10-20 00:07:19.472	1h 15m 48s	1h 15m 42s	98.6%	911.5 MB	1.7 GB	43.4 MB	753.9 KB
310	ba/41acc4	38322233	run_discovery_analysis_trans (295)	COMPLETED	0	2025-10-20 00:07:30.272	1h 15m 42s	1h 14m 10s	99.1%	907.1 MB	1.7 GB	42.9 MB	737.9 KB
65	63/2f0ad8	38321987	run_discovery_analysis_trans (50)	COMPLETED	0	2025-10-20 00:06:41.467	1h 16m 36s	1h 16m 34s	98.7%	921.1 MB	1.7 GB	46.6 MB	831.1 KB
165	b3/dbb088	38322088	run_discovery_analysis_trans (150)	COMPLETED	0	2025-10-20 00:07:01.328	1h 16m 21s	1h 16m 14s	98.8%	914.3 MB	1.7 GB	43.6 MB	759.4 KB
228	bc/98e1b6	38322152	run_discovery_analysis_trans (213)	COMPLETED	0	2025-10-20 00:07:14.071	1h 16m 18s	1h 14m 42s	99.3%	918.7 MB	1.7 GB	44.2 MB	770.3 KB
311	d4/806945	38322232	run_discovery_analysis_trans (296)	COMPLETED	0	2025-10-20 00:07:30.067	1h 16m 2s	1h 15m 18s	99.1%	916 MB	1.7 GB	45.4 MB	779.8 KB
235	1b/59c14f	38322157	run_discovery_analysis_trans (220)	COMPLETED	0	2025-10-20 00:07:15.070	1h 16m 22s	1h 16m 15s	98.7%	914.5 MB	1.7 GB	45.4 MB	776.4 KB
47	db/1c23d4	38321965	run_discovery_analysis_trans (32)	COMPLETED	0	2025-10-20 00:06:37.065	1h 17m 5s	1h 16m 58s	98.4%	916 MB	1.7 GB	43.3 MB	806.9 KB
164	e2/c02588	38322086	run_discovery_analysis_trans (149)	COMPLETED	0	2025-10-20 00:07:01.088	1h 16m 41s	1h 16m 33s	98.8%	915.7 MB	1.7 GB	43.7 MB	791 KB
191	48/701491	38322114	run_discovery_analysis_trans (176)	COMPLETED	0	2025-10-20 00:07:06.468	1h 16m 36s	1h 15m 21s	99.0%	921.4 MB	1.7 GB	44.3 MB	785.2 KB
17	b5/00ee7c	38321939	run_discovery_analysis_trans (2)	COMPLETED	0	2025-10-20 00:06:32.745	1h 17m 15s	1h 17m 11s	98.6%	917 MB	1.7 GB	44.3 MB	778 KB
386	db/efb553	38322308	run_discovery_analysis_trans (371)	COMPLETED	0	2025-10-20 00:07:45.278	1h 16m 7s	1h 15m 59s	98.1%	924.5 MB	1.7 GB	43 MB	740.9 KB
242	a7/dc88a6	38322163	run_discovery_analysis_trans (227)	COMPLETED	0	2025-10-20 00:07:16.458	1h 16m 36s	1h 16m 30s	98.7%	914.7 MB	1.7 GB	44.5 MB	776.1 KB
218	d7/c7423b	38322139	run_discovery_analysis_trans (203)	COMPLETED	0	2025-10-20 00:07:11.469	1h 16m 51s	1h 16m 6s	99.2%	913.5 MB	1.7 GB	41.7 MB	746.2 KB
222	40/2daffa	38322142	run_discovery_analysis_trans (207)	COMPLETED	0	2025-10-20 00:07:12.069	1h 16m 50s	1h 15m 58s	99.1%	915.4 MB	1.7 GB	44 MB	761.9 KB
298	d2/a6f9b6	38322220	run_discovery_analysis_trans (283)	COMPLETED	0	2025-10-20 00:07:27.667	1h 16m 35s	1h 16m 5s	98.5%	922.7 MB	1.7 GB	42.7 MB	748.3 KB
71	63/d35e64	38321989	run_discovery_analysis_trans (56)	COMPLETED	0	2025-10-20 00:06:41.866	1h 17m 20s	1h 17m 15s	95.2%	918 MB	1.7 GB	42.7 MB	750.3 KB
89	b0/a9b287	38322009	run_discovery_analysis_trans (74)	COMPLETED	0	2025-10-20 00:06:45.950	1h 17m 21s	1h 17m 15s	98.8%	916 MB	1.7 GB	46.1 MB	813.1 KB
154	e8/fb7f98	38322073	run_discovery_analysis_trans (139)	COMPLETED	0	2025-10-20 00:06:58.272	1h 17m 9s	1h 17m 2s	98.9%	906.9 MB	1.7 GB	42.9 MB	759.8 KB
231	20/097d82	38322154	run_discovery_analysis_trans (216)	COMPLETED	0	2025-10-20 00:07:14.471	1h 16m 53s	1h 16m 47s	98.7%	923.4 MB	1.7 GB	44.8 MB	781.7 KB
23	a1/bca69f	38321942	run_discovery_analysis_trans (8)	COMPLETED	0	2025-10-20 00:06:33.327	1h 17m 39s	1h 17m 33s	98.8%	924.8 MB	1.7 GB	43.8 MB	796.2 KB
19	64/2ac2fd	38321937	run_discovery_analysis_trans (4)	COMPLETED	0	2025-10-20 00:06:32.420	1h 17m 40s	1h 17m 37s	98.6%	913.9 MB	1.7 GB	44.3 MB	803.7 KB
44	d2/7661ca	38321964	run_discovery_analysis_trans (29)	COMPLETED	0	2025-10-20 00:06:36.872	1h 17m 35s	1h 17m 32s	99.1%	913.1 MB	1.7 GB	44.4 MB	812.9 KB
313	d7/b85517	38322234	run_discovery_analysis_trans (298)	COMPLETED	0	2025-10-20 00:07:30.469	1h 16m 42s	1h 16m 36s	99.0%	912.5 MB	1.7 GB	44.6 MB	787.7 KB
34	c6/8d5759	38321956	run_discovery_analysis_trans (19)	COMPLETED	0	2025-10-20 00:06:35.271	1h 17m 42s	1h 16m 48s	99.6%	-	-	206.8 MB	2.9 MB
37	1e/32ab40	38321957	run_discovery_analysis_trans (22)	COMPLETED	0	2025-10-20 00:06:35.463	1h 17m 42s	1h 17m 1s	98.9%	907.5 MB	1.7 GB	43.1 MB	777.5 KB
274	4a/1f6209	38322194	run_discovery_analysis_trans (259)	COMPLETED	0	2025-10-20 00:07:22.466	1h 16m 55s	1h 16m 25s	98.9%	907.4 MB	1.7 GB	44.2 MB	779.3 KB
88	12/a49b9a	38322006	run_discovery_analysis_trans (73)	COMPLETED	0	2025-10-20 00:06:45.589	1h 17m 32s	1h 17m 28s	98.9%	912.8 MB	1.7 GB	44.9 MB	802.3 KB
300	82/6e7883	38322222	run_discovery_analysis_trans (285)	COMPLETED	0	2025-10-20 00:07:28.068	1h 16m 54s	1h 16m 48s	99.0%	909.8 MB	1.7 GB	44.3 MB	755.8 KB
265	a0/14c56a	38322187	run_discovery_analysis_trans (250)	COMPLETED	0	2025-10-20 00:07:21.070	1h 17m 1s	1h 15m 36s	99.1%	905.7 MB	1.7 GB	45.4 MB	806.4 KB
302	62/042b82	38322228	run_discovery_analysis_trans (287)	COMPLETED	0	2025-10-20 00:07:29.269	1h 16m 53s	1h 16m 20s	99.2%	916.2 MB	1.7 GB	43 MB	764.6 KB
83	5d/110656	38322002	run_discovery_analysis_trans (68)	COMPLETED	0	2025-10-20 00:06:44.469	1h 17m 43s	1h 17m 36s	98.9%	913.6 MB	1.7 GB	43.3 MB	786.1 KB
315	79/395125	38322237	run_discovery_analysis_trans (300)	COMPLETED	0	2025-10-20 00:07:31.070	1h 16m 56s	1h 15m 18s	99.0%	917.1 MB	1.7 GB	43 MB	739.3 KB
119	ea/4a0792	38322038	run_discovery_analysis_trans (104)	COMPLETED	0	2025-10-20 00:06:51.469	1h 17m 41s	1h 17m 35s	98.5%	922.4 MB	1.7 GB	42.4 MB	738.9 KB
146	1d/5bd4c8	38322069	run_discovery_analysis_trans (131)	COMPLETED	0	2025-10-20 00:06:57.470	1h 17m 35s	1h 17m 28s	99.0%	913.5 MB	1.7 GB	43.9 MB	793.5 KB
343	e2/ad47da	38322263	run_discovery_analysis_trans (328)	COMPLETED	0	2025-10-20 00:07:36.273	1h 16m 56s	1h 16m 32s	97.6%	917.3 MB	1.7 GB	41.8 MB	722.9 KB
384	87/0fde15	38322310	run_discovery_analysis_trans (369)	COMPLETED	0	2025-10-20 00:07:45.670	1h 16m 47s	1h 16m 40s	98.9%	914.6 MB	1.7 GB	45.8 MB	782 KB
364	41/a2f7f4	38322287	run_discovery_analysis_trans (349)	COMPLETED	0	2025-10-20 00:07:41.068	1h 16m 56s	1h 15m	99.0%	913.7 MB	1.7 GB	41.9 MB	708.9 KB
358	59/a38329	38322278	run_discovery_analysis_trans (343)	COMPLETED	0	2025-10-20 00:07:39.273	1h 16m 58s	1h 15m 33s	99.1%	917 MB	1.7 GB	44.5 MB	768.1 KB
167	7b/cc02bf	38322090	run_discovery_analysis_trans (152)	COMPLETED	0	2025-10-20 00:07:01.669	1h 17m 36s	1h 16m 7s	99.0%	909.5 MB	1.7 GB	42.4 MB	759.5 KB
30	a3/7ea2a3	38321949	run_discovery_analysis_trans (15)	COMPLETED	0	2025-10-20 00:06:34.174	1h 18m 8s	1h 17m 59s	98.7%	911.3 MB	1.7 GB	44.3 MB	786.5 KB
69	72/6b0085	38321990	run_discovery_analysis_trans (54)	COMPLETED	0	2025-10-20 00:06:42.072	1h 18m	1h 17m 51s	97.8%	913.4 MB	1.7 GB	43.9 MB	766.3 KB
374	4b/7d9e40	38322295	run_discovery_analysis_trans (359)	COMPLETED	0	2025-10-20 00:07:42.670	1h 17m	1h 16m 43s	98.9%	910.1 MB	1.7 GB	44 MB	734 KB
59	00/5e745d	38321979	run_discovery_analysis_trans (44)	COMPLETED	0	2025-10-20 00:06:39.868	1h 18m 2s	1h 16m 43s	99.0%	916.3 MB	1.7 GB	43.1 MB	755.9 KB
372	20/5a42fc	38322296	run_discovery_analysis_trans (357)	COMPLETED	0	2025-10-20 00:07:42.871	1h 16m 59s	1h 15m 50s	98.9%	905 MB	1.7 GB	43.4 MB	721.5 KB
99	bb/75202a	38322017	run_discovery_analysis_trans (84)	COMPLETED	0	2025-10-20 00:06:47.466	1h 18m 5s	1h 16m 46s	99.1%	914.9 MB	1.7 GB	44.7 MB	810.3 KB
55	a2/9d25df	38321974	run_discovery_analysis_trans (40)	COMPLETED	0	2025-10-20 00:06:38.872	1h 18m 13s	1h 17m 29s	99.1%	907.8 MB	1.7 GB	43.2 MB	783 KB
111	a8/f629db	38322037	run_discovery_analysis_trans (96)	COMPLETED	0	2025-10-20 00:06:51.273	1h 18m 1s	1h 17m 57s	98.6%	910.1 MB	1.7 GB	44.1 MB	783.7 KB
264	1b/74d24d	38322186	run_discovery_analysis_trans (249)	COMPLETED	0	2025-10-20 00:07:20.870	1h 17m 46s	1h 16m 26s	99.1%	910.9 MB	1.7 GB	45.3 MB	810.7 KB
33	94/c1256f	38321954	run_discovery_analysis_trans (18)	COMPLETED	0	2025-10-20 00:06:34.879	1h 18m 37s	1h 18m 31s	98.9%	921.7 MB	1.7 GB	46.2 MB	818.6 KB
50	ea/f5584f	38321971	run_discovery_analysis_trans (35)	COMPLETED	0	2025-10-20 00:06:38.272	1h 18m 34s	1h 18m 29s	99.1%	928.5 MB	1.7 GB	45.1 MB	808.9 KB
58	80/e8b9d8	38321977	run_discovery_analysis_trans (43)	COMPLETED	0	2025-10-20 00:06:39.470	1h 18m 33s	1h 18m 8s	99.2%	909.3 MB	1.7 GB	45.2 MB	804.2 KB
150	52/34e50a	38322070	run_discovery_analysis_trans (135)	COMPLETED	0	2025-10-20 00:06:57.669	1h 18m 15s	1h 18m 7s	94.1%	920.7 MB	1.7 GB	42.4 MB	751.7 KB
388	61/a18629	38322309	run_discovery_analysis_trans (373)	COMPLETED	0	2025-10-20 00:07:45.471	1h 17m 27s	1h 17m 19s	98.9%	913.3 MB	1.7 GB	44.5 MB	771.5 KB
378	8c/88e681	38322300	run_discovery_analysis_trans (363)	COMPLETED	0	2025-10-20 00:07:43.668	1h 17m 29s	1h 17m 21s	96.6%	914 MB	1.7 GB	45.1 MB	776.3 KB
100	52/a572a1	38322018	run_discovery_analysis_trans (85)	COMPLETED	0	2025-10-20 00:06:47.663	1h 18m 30s	1h 16m 27s	99.0%	910.6 MB	1.7 GB	44.4 MB	799.4 KB
383	67/02cfcf	38322303	run_discovery_analysis_trans (368)	COMPLETED	0	2025-10-20 00:07:44.272	1h 17m 33s	1h 17m 25s	98.9%	910.9 MB	1.7 GB	42.2 MB	741.7 KB
43	b2/80a3b8	38321962	run_discovery_analysis_trans (28)	COMPLETED	0	2025-10-20 00:06:36.472	1h 18m 41s	1h 18m 37s	98.7%	913.6 MB	1.7 GB	44 MB	819.6 KB
382	0e/30432e	38322306	run_discovery_analysis_trans (367)	COMPLETED	0	2025-10-20 00:07:44.869	1h 17m 32s	1h 17m 26s	98.2%	923.2 MB	1.7 GB	45 MB	776.1 KB
110	a3/ca97e6	38322028	run_discovery_analysis_trans (95)	COMPLETED	0	2025-10-20 00:06:49.497	1h 18m 33s	1h 18m 27s	99.0%	920.6 MB	1.7 GB	43.6 MB	775.3 KB
359	4b/2678c2	38322280	run_discovery_analysis_trans (344)	COMPLETED	0	2025-10-20 00:07:39.668	1h 17m 43s	1h 15m 40s	99.0%	910.5 MB	1.7 GB	43.7 MB	745.9 KB
92	1a/73dad5	38322010	run_discovery_analysis_trans (77)	COMPLETED	0	2025-10-20 00:06:46.068	1h 18m 41s	1h 18m 36s	98.9%	901.7 MB	1.7 GB	44 MB	818.8 KB
309	57/a5179f	38322231	run_discovery_analysis_trans (294)	COMPLETED	0	2025-10-20 00:07:29.870	1h 17m 57s	1h 15m 44s	99.1%	913.3 MB	1.7 GB	43.7 MB	752.6 KB
307	b6/db44c0	38322230	run_discovery_analysis_trans (292)	COMPLETED	0	2025-10-20 00:07:29.668	1h 17m 58s	1h 17m 51s	99.2%	908.5 MB	1.7 GB	43.6 MB	772.8 KB
41	4d/fea6d2	38321960	run_discovery_analysis_trans (26)	COMPLETED	0	2025-10-20 00:06:36.076	1h 18m 51s	1h 18m 46s	98.7%	917.6 MB	1.7 GB	44.8 MB	820.8 KB
312	c4/499c54	38322235	run_discovery_analysis_trans (297)	COMPLETED	0	2025-10-20 00:07:30.667	1h 17m 57s	1h 17m 49s	97.3%	916 MB	1.7 GB	44.4 MB	768.6 KB
271	82/3c199e	38322197	run_discovery_analysis_trans (256)	COMPLETED	0	2025-10-20 00:07:23.067	1h 18m 4s	1h 17m 17s	99.0%	914.3 MB	1.7 GB	43.6 MB	770 KB
108	c8/939b23	38322030	run_discovery_analysis_trans (93)	COMPLETED	0	2025-10-20 00:06:49.870	1h 18m 42s	1h 18m 34s	98.9%	913.2 MB	1.7 GB	43.3 MB	773.1 KB
349	73/8c7c96	38322272	run_discovery_analysis_trans (334)	COMPLETED	0	2025-10-20 00:07:38.068	1h 17m 54s	1h 15m 16s	99.1%	914.2 MB	1.7 GB	44.1 MB	760.8 KB
197	c9/8d2a4b	38322118	run_discovery_analysis_trans (182)	COMPLETED	0	2025-10-20 00:07:07.272	1h 18m 30s	1h 17m 47s	99.1%	910.8 MB	1.7 GB	44.5 MB	793.2 KB
341	0b/2f99f9	38322261	run_discovery_analysis_trans (326)	COMPLETED	0	2025-10-20 00:07:35.867	1h 18m 1s	1h 17m 28s	99.0%	907.6 MB	1.7 GB	43.5 MB	770 KB
91	cc/bffabe	38322013	run_discovery_analysis_trans (76)	COMPLETED	0	2025-10-20 00:06:46.673	1h 18m 51s	1h 18m 45s	99.1%	926.1 MB	3.4 GB	43.2 MB	794 KB
169	c5/6a92d7	38322089	run_discovery_analysis_trans (154)	COMPLETED	0	2025-10-20 00:07:01.467	1h 18m 41s	1h 18m 35s	98.8%	915.6 MB	1.7 GB	42.9 MB	782.3 KB
21	92/40f2ee	38321941	run_discovery_analysis_trans (6)	COMPLETED	0	2025-10-20 00:06:33.132	1h 19m 9s	1h 18m 20s	98.8%	912 MB	1.7 GB	44.4 MB	799.7 KB
53	2f/3af6d8	38321972	run_discovery_analysis_trans (38)	COMPLETED	0	2025-10-20 00:06:38.470	1h 19m 4s	1h 19m 1s	95.6%	911 MB	1.7 GB	43.1 MB	784.1 KB
253	0a/33154a	38322178	run_discovery_analysis_trans (238)	COMPLETED	0	2025-10-20 00:07:19.272	1h 18m 23s	1h 18m 16s	98.7%	923.2 MB	1.7 GB	45.2 MB	834.5 KB
158	9a/dc5112	38322084	run_discovery_analysis_trans (143)	COMPLETED	0	2025-10-20 00:07:00.470	1h 18m 42s	1h 18m 36s	97.9%	919.8 MB	1.7 GB	44 MB	777.5 KB
144	09/a28f7a	38322067	run_discovery_analysis_trans (129)	COMPLETED	0	2025-10-20 00:06:57.067	1h 18m 50s	1h 18m 44s	98.5%	914.9 MB	1.7 GB	43.9 MB	766.7 KB
236	bd/67b4ef	38322159	run_discovery_analysis_trans (221)	COMPLETED	0	2025-10-20 00:07:15.467	1h 18m 32s	1h 18m 26s	98.6%	913.6 MB	1.7 GB	42.1 MB	742.8 KB
351	e7/036c85	38322274	run_discovery_analysis_trans (336)	COMPLETED	0	2025-10-20 00:07:38.468	1h 18m 14s	1h 17m 39s	99.1%	916.4 MB	1.7 GB	44.8 MB	774.3 KB
352	06/3069d1	38322273	run_discovery_analysis_trans (337)	COMPLETED	0	2025-10-20 00:07:38.269	1h 18m 14s	1h 17m 28s	95.3%	926.6 MB	1.7 GB	42.7 MB	736.7 KB
207	3a/bc7d9c	38322127	run_discovery_analysis_trans (192)	COMPLETED	0	2025-10-20 00:07:09.067	1h 18m 53s	1h 18m 46s	98.6%	919.5 MB	1.7 GB	44.7 MB	773.2 KB
175	4d/7bcfe6	38322095	run_discovery_analysis_trans (160)	COMPLETED	0	2025-10-20 00:07:02.667	1h 19m	1h 16m 29s	99.2%	902.9 MB	1.7 GB	42.9 MB	742.5 KB
170	8a/949e9a	38322091	run_discovery_analysis_trans (155)	COMPLETED	0	2025-10-20 00:07:01.869	1h 19m	1h 18m 31s	95.7%	915.6 MB	1.7 GB	44.6 MB	806.1 KB
86	e8/5eaecf	38322008	run_discovery_analysis_trans (71)	COMPLETED	0	2025-10-20 00:06:45.832	1h 19m 21s	1h 19m 14s	98.9%	915 MB	1.7 GB	44.7 MB	816.7 KB
128	26/6489c1	38322049	run_discovery_analysis_trans (113)	COMPLETED	0	2025-10-20 00:06:53.470	1h 19m 14s	1h 19m 2s	99.1%	922.4 MB	1.7 GB	43.8 MB	783.5 KB
268	d6/e13275	38322189	run_discovery_analysis_trans (253)	COMPLETED	0	2025-10-20 00:07:21.468	1h 18m 46s	1h 18m 30s	99.2%	910.2 MB	1.7 GB	43.9 MB	790.5 KB
38	5e/38c9c9	38321958	run_discovery_analysis_trans (23)	COMPLETED	0	2025-10-20 00:06:35.671	1h 19m 37s	1h 19m 33s	98.7%	915.2 MB	1.7 GB	43.6 MB	773.5 KB
234	79/7c36c6	38322155	run_discovery_analysis_trans (219)	COMPLETED	0	2025-10-20 00:07:14.668	1h 18m 58s	1h 18m 54s	98.7%	913.8 MB	1.7 GB	43.8 MB	785 KB
140	b2/2a0198	38322061	run_discovery_analysis_trans (125)	COMPLETED	0	2025-10-20 00:06:55.871	1h 19m 21s	1h 18m 6s	99.0%	918.4 MB	1.7 GB	43.5 MB	769.8 KB
303	b2/a26c41	38322224	run_discovery_analysis_trans (288)	COMPLETED	0	2025-10-20 00:07:28.468	1h 18m 49s	1h 18m 15s	99.0%	937.9 MB	1.7 GB	44.2 MB	783.5 KB
304	1b/858465	38322225	run_discovery_analysis_trans (289)	COMPLETED	0	2025-10-20 00:07:28.668	1h 18m 49s	1h 18m 32s	99.1%	915.7 MB	1.7 GB	44.5 MB	785.2 KB
267	21/552b10	38322188	run_discovery_analysis_trans (252)	COMPLETED	0	2025-10-20 00:07:21.271	1h 18m 56s	1h 18m 49s	99.2%	911.2 MB	1.7 GB	45.4 MB	827.8 KB
362	ba/f8e76a	38322283	run_discovery_analysis_trans (347)	COMPLETED	0	2025-10-20 00:07:40.270	1h 18m 37s	1h 18m 18s	99.1%	908.4 MB	1.7 GB	46.2 MB	803.6 KB
380	b1/1e46e3	38322301	run_discovery_analysis_trans (365)	COMPLETED	0	2025-10-20 00:07:43.868	1h 18m 34s	1h 18m 26s	98.9%	908.9 MB	1.7 GB	43.4 MB	767.1 KB
121	8e/51b799	38322044	run_discovery_analysis_trans (106)	COMPLETED	0	2025-10-20 00:06:52.469	1h 19m 30s	1h 17m 32s	99.1%	913.3 MB	1.7 GB	43.6 MB	780.2 KB
166	d1/c615ec	38322087	run_discovery_analysis_trans (151)	COMPLETED	0	2025-10-20 00:07:01.209	1h 19m 21s	1h 19m 17s	98.8%	914.9 MB	1.7 GB	43.5 MB	783.6 KB
18	37/424be2	38321936	run_discovery_analysis_trans (3)	COMPLETED	0	2025-10-20 00:06:32.268	1h 19m 50s	1h 19m 46s	98.6%	914.7 MB	1.7 GB	45.9 MB	818.2 KB
361	42/1860c8	38322282	run_discovery_analysis_trans (346)	COMPLETED	0	2025-10-20 00:07:40.068	1h 18m 42s	1h 18m 13s	99.2%	910.4 MB	1.7 GB	45 MB	771.5 KB
161	04/6f0299	38322083	run_discovery_analysis_trans (146)	COMPLETED	0	2025-10-20 00:07:00.273	1h 19m 22s	1h 18m 21s	98.8%	910.1 MB	1.7 GB	43.4 MB	777.6 KB
29	91/ceeb5b	38321950	run_discovery_analysis_trans (14)	COMPLETED	0	2025-10-20 00:06:34.291	1h 19m 53s	1h 19m 47s	98.6%	917.4 MB	1.7 GB	42.9 MB	763 KB
293	95/9bbdc3	38322217	run_discovery_analysis_trans (278)	COMPLETED	0	2025-10-20 00:07:27.074	1h 19m	1h 18m 51s	98.9%	917.5 MB	1.7 GB	44.5 MB	769.6 KB
299	d8/a6463f	38322223	run_discovery_analysis_trans (284)	COMPLETED	0	2025-10-20 00:07:28.271	1h 18m 59s	1h 18m 51s	99.1%	916 MB	1.7 GB	43.8 MB	782.7 KB
113	19/f44b27	38322035	run_discovery_analysis_trans (98)	COMPLETED	0	2025-10-20 00:06:50.873	1h 19m 36s	1h 19m 33s	98.8%	923.4 MB	1.7 GB	44.3 MB	786.3 KB
68	e7/20555a	38321988	run_discovery_analysis_trans (53)	COMPLETED	0	2025-10-20 00:06:41.671	1h 19m 51s	1h 19m 42s	97.4%	922.6 MB	1.7 GB	44.4 MB	784.4 KB
381	59/622ece	38322304	run_discovery_analysis_trans (366)	COMPLETED	0	2025-10-20 00:07:44.465	1h 18m 48s	1h 18m 42s	98.7%	915.1 MB	1.7 GB	42.8 MB	750.9 KB
194	e2/190d26	38322115	run_discovery_analysis_trans (179)	COMPLETED	0	2025-10-20 00:07:06.669	1h 19m 31s	1h 19m 23s	99.1%	916.4 MB	1.7 GB	45.3 MB	824.4 KB
198	0b/bbc8aa	38322119	run_discovery_analysis_trans (183)	COMPLETED	0	2025-10-20 00:07:07.468	1h 19m 30s	1h 18m 59s	99.0%	912.4 MB	1.7 GB	43.9 MB	771 KB
280	30/85ce5f	38322201	run_discovery_analysis_trans (265)	COMPLETED	0	2025-10-20 00:07:23.868	1h 19m 13s	1h 19m 6s	98.6%	921.2 MB	1.7 GB	44 MB	772.7 KB
125	36/222723	38322048	run_discovery_analysis_trans (110)	COMPLETED	0	2025-10-20 00:06:53.271	1h 19m 49s	1h 17m 22s	99.0%	913.2 MB	1.7 GB	45.3 MB	794.9 KB
155	15/1b8511	38322076	run_discovery_analysis_trans (140)	COMPLETED	0	2025-10-20 00:06:58.868	1h 19m 43s	1h 19m 37s	98.9%	914.2 MB	1.7 GB	42.8 MB	773.1 KB
354	8d/61da63	38322279	run_discovery_analysis_trans (339)	COMPLETED	0	2025-10-20 00:07:39.468	1h 19m 3s	1h 18m 24s	96.7%	910.5 MB	1.7 GB	44.9 MB	782.4 KB
259	e1/781a8d	38322180	run_discovery_analysis_trans (244)	COMPLETED	0	2025-10-20 00:07:19.668	1h 19m 23s	1h 19m 17s	98.6%	928.2 MB	1.7 GB	42.6 MB	764.7 KB
201	4e/532cb0	38322120	run_discovery_analysis_trans (186)	COMPLETED	0	2025-10-20 00:07:07.670	1h 19m 40s	1h 19m 15s	99.1%	907.3 MB	1.7 GB	44.4 MB	787.9 KB
356	61/02ff9e	38322277	run_discovery_analysis_trans (341)	COMPLETED	0	2025-10-20 00:07:39.071	1h 19m 8s	1h 17m 9s	99.5%	-	-	133 MB	1.9 MB
94	b9/7e3bf9	38322014	run_discovery_analysis_trans (79)	COMPLETED	0	2025-10-20 00:06:46.865	1h 20m 5s	1h 19m 56s	97.3%	920.1 MB	1.7 GB	45 MB	823.7 KB
35	a4/9650c9	38321955	run_discovery_analysis_trans (20)	COMPLETED	0	2025-10-20 00:06:35.070	1h 20m 17s	1h 20m 13s	99.0%	916.3 MB	1.7 GB	45.2 MB	830.8 KB
192	66/84f6e3	38322116	run_discovery_analysis_trans (177)	COMPLETED	0	2025-10-20 00:07:06.869	1h 19m 45s	1h 17m 41s	99.1%	913.7 MB	1.7 GB	43.7 MB	788.7 KB
159	2f/40ff2a	38322078	run_discovery_analysis_trans (144)	COMPLETED	0	2025-10-20 00:06:59.289	1h 19m 53s	1h 19m 20s	98.7%	905.6 MB	1.7 GB	44.4 MB	800.8 KB
350	7d/7cd7ad	38322271	run_discovery_analysis_trans (335)	COMPLETED	0	2025-10-20 00:07:37.867	1h 19m 14s	1h 19m 1s	99.1%	921.8 MB	1.7 GB	45.3 MB	792 KB
36	79/4915dd	38321953	run_discovery_analysis_trans (21)	COMPLETED	0	2025-10-20 00:06:34.669	1h 20m 23s	1h 20m 17s	98.9%	910.9 MB	1.7 GB	44.9 MB	804.1 KB
112	ef/2e70bd	38322032	run_discovery_analysis_trans (97)	COMPLETED	0	2025-10-20 00:06:50.270	1h 20m 7s	1h 19m 59s	98.8%	913.6 MB	1.7 GB	44.3 MB	789.3 KB
139	2c/a47e5f	38322058	run_discovery_analysis_trans (124)	COMPLETED	0	2025-10-20 00:06:55.274	1h 20m 2s	1h 19m 53s	99.0%	913.5 MB	1.7 GB	44 MB	773.2 KB
79	a4/5398bf	38321998	run_discovery_analysis_trans (64)	COMPLETED	0	2025-10-20 00:06:43.667	1h 20m 14s	1h 19m 44s	99.0%	908 MB	1.7 GB	44.3 MB	801.8 KB
284	0d/2853fa	38322207	run_discovery_analysis_trans (269)	COMPLETED	0	2025-10-20 00:07:25.071	1h 19m 37s	1h 18m 17s	99.1%	918.8 MB	1.7 GB	46.3 MB	789.3 KB
337	72/5bb200	38322259	run_discovery_analysis_trans (322)	COMPLETED	0	2025-10-20 00:07:35.470	1h 19m 27s	1h 18m 23s	98.9%	909.4 MB	1.7 GB	43.6 MB	784.1 KB
292	a3/42fcb2	38322215	run_discovery_analysis_trans (277)	COMPLETED	0	2025-10-20 00:07:26.668	1h 19m 36s	1h 19m 5s	99.0%	911.1 MB	1.7 GB	45.9 MB	802.8 KB
385	a9/09160c	38322305	run_discovery_analysis_trans (370)	COMPLETED	0	2025-10-20 00:07:44.670	1h 19m 18s	1h 19m 11s	98.9%	918 MB	1.7 GB	44 MB	790.6 KB
